Frame,Kecepatan,Y0X_Pixel,Y239X_Pixel,Y479X_Pixel,Y0X_Meter,Y239X_Meter,Y479X_Meter,errorY_0_Xmeter,errorY_239_Xmeter,errorY_479_Xmeter,Radius,Curvature,Y0(meter),Y239(meter),Y479(meter),Error_Lateral,Error_Yaw (rad),Error_Yaw(deg),Angle_MPC(rad),Angle_MPC(deg),Konversi_MPC2Angle,Angle,FPS,km/h
194,5,344,334,351,1.1825,1.148125,1.2065625000000002,0.08250000000000002,0.04812500000000001,0.10656250000000002,"(169.53728430276385, 'Straight')",0.005898407563342677,0.0,1.643125,3.293125,0.0,0.0,0.0,0.01660449242295893,0.951367336792501,9.930990923546748,30.930990923546748,8.5,0
195,5,350,329,346,1.2031250000000002,1.1309375000000002,1.189375,0.10312500000000001,0.030937500000000003,0.08937500000000001,"(153.29957680688727, 'Straight')",0.006523175215674001,0.0,1.643125,3.293125,0.0,0.0,0.0,0.01258641401055151,0.7211484020089295,9.826696538525244,30.826696538525244,7.6,0
196,5,346,331,334,1.189375,1.1378125000000001,1.148125,0.08937500000000001,0.037812500000000006,0.04812500000000001,"(231.50418471644474, 'Straight')",0.004319576344699076,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0128264977754963,0.7349041884698769,9.832928220948675,30.832928220948673,8.4,0
197,5,340,320,330,1.1687500000000002,1.1,1.1343750000000001,0.06875,0.0,0.034375,"(174.21351111310702, 'Left Curve')",0.005740082922447711,0.0,1.643125,3.293125,0.0,0.0,0.0,0.004017690675192346,0.23019671907758749,9.604284320804176,30.604284320804176,8.0,0
198,5,339,332,320,1.1653125000000002,1.14125,1.1,0.06531250000000001,0.04125000000000001,0.0,"(220.04232662133316, 'Left Curve')",0.004544580196704073,0.0,1.643125,3.293125,0.0,0.0,0.0,0.013875046773617138,0.7949816206748718,9.860144656692249,30.86014465669225,7.2,0
199,5,322,335,313,1.106875,1.1515625,1.0759375000000002,0.006875000000000001,0.051562500000000004,-0.024062500000000004,"(150.36633673378003, 'Left Curve')",0.0066504247009121185,0.0,1.643125,3.293125,0.0,0.0,0.0,0.018021671361934385,1.0325657088106226,9.96777562278245,30.967775622782447,7.7,0
200,5,311,329,307,1.0690625000000002,1.1309375000000002,1.0553125,-0.030937500000000003,0.030937500000000003,-0.044687500000000005,"(101.55044643219212, 'Left Curve')",0.009847322539027202,0.0,1.643125,3.293125,0.0,0.0,0.0,0.014912630651343812,0.8544307977594283,9.8870764786551,30.8870764786551,7.3,0
201,5,294,326,335,1.010625,1.1206250000000002,1.1515625,-0.08937500000000001,0.020625000000000004,0.051562500000000004,"(51.16231653567829, 'Straight')",0.01954563568877193,0.0,1.643125,3.293125,0.0,0.0,0.0,0.019025849225750704,1.0901008622877604,9.993840348755825,30.993840348755825,7.8,0
202,5,279,312,323,0.9590625000000002,1.0725000000000002,1.1103125,-0.14093750000000002,-0.027500000000000004,0.010312500000000002,"(45.67643011659641, 'Straight')",0.02189312950787397,0.0,1.643125,3.293125,0.0,0.0,0.0,0.00819354746075395,0.4694556887413338,9.712674046112467,30.71267404611247,7.1,0
203,5,269,298,318,0.9246875000000001,1.024375,1.0931250000000001,-0.1753125,-0.07562500000000001,-0.006875000000000001,"(86.16086803024103, 'Straight')",0.011606196906570354,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.011483463976463963,-0.6579540200419027,9.201931945966102,30.201931945966102,8.1,0
204,5,255,285,304,0.8765625000000001,0.9796875000000002,1.0450000000000002,-0.22343750000000004,-0.12031250000000002,-0.05500000000000001,"(83.25244299367534, 'Straight')",0.012011659526627581,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.022782485784118144,-1.3053402822467657,8.908651325275624,29.908651325275624,7.5,0
205,5,240,270,289,0.8250000000000001,0.9281250000000001,0.9934375000000001,-0.275,-0.17187500000000003,-0.10656250000000002,"(77.57092051273465, 'Straight')",0.012891428816238325,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.03552445237006599,-2.0354011903182956,8.57791721990266,29.57791721990266,7.5,0
206,5,227,255,279,0.7803125000000001,0.8765625000000001,0.9590625000000002,-0.31968750000000007,-0.22343750000000004,-0.14093750000000002,"(99.1338629765796, 'Straight')",0.010087370450158391,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.05082700845707923,-2.912173069866382,8.180719725840842,29.18071972584084,6.8,0
207,5,363,439,448,1.2478125000000002,1.5090625000000002,1.5400000000000003,0.1478125,0.40906250000000005,0.44000000000000006,"(61.133742064931, 'Straight')",0.016357578748212174,0.0,1.643125,3.293125,0.0,0.0,0.0,0.11697153781879836,6.701975440172041,12.536146473438755,33.536146473438755,7.8,0
208,5,353,412,443,1.2134375000000002,1.4162500000000002,1.5228125000000001,0.11343750000000001,0.31625000000000003,0.42281250000000004,"(73.01568426781195, 'Straight')",0.013695687577646075,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0913262979394448,5.232611430484494,11.870491339958269,32.87049133995827,7.1,0
209,5,376,421,432,1.2925000000000002,1.4471875000000003,1.485,0.19250000000000003,0.34718750000000004,0.38500000000000006,"(1470.8999226577312, 'Straight')",0.0006798559063033506,0.0,1.643125,3.293125,0.0,0.0,0.0,0.09024628627457763,5.170731320262708,11.842458250296415,32.84245825029642,7.8,0
210,5,358,410,424,1.230625,1.4093750000000003,1.4575000000000002,0.13062500000000002,0.30937500000000007,0.35750000000000004,"(298.40209160270155, 'Straight')",0.003351182944559986,0.0,1.643125,3.293125,0.0,0.0,0.0,0.08237127409214813,4.71952635859539,11.638052196380896,32.6380521963809,7.5,0
